id;nombre_cliente;telefono;email;direccion_envio;fecha;estado;mp_payment_id;mp_status
9429;Julián Ortiz;+57 320 645 4655;julian.ortiz922@hotmail.com;Av 70 #46-5, Sabaneta, Medellín;2023-10-21 21:52:00;aprobado;86431335664;approved
8315;Sara Álvarez;+57 316 785 1935;sara.alvarez735@hotmail.com;Diagonal 35 #74-4, Doce de Octubre, Medellín;2024-06-15 15:37:00;pendiente;Sin procesar;pending
943;Mateo González;+57 320 572 1514;mateo.gonzalez584@yahoo.com;Cra 92 #77-32, Castilla, Medellín;2022-01-10 14:13:00;pendiente;Sin procesar;Sin procesar
3811;Juan Pablo Gómez;+57 314 862 8950;juan.gomez995@gmail.com;Av 76 #16-50, Belén, Medellín;2022-05-11 16:26:00;aprobado;38916109287;approved
2939;Samuel Díaz;+57 318 207 1511;samuel.diaz969@outlook.com;Transversal 90 #88-25, Castilla, Medellín;2024-02-20 19:30:00;rechazado;56588650753;rejected
7052;Mateo González;+57 320 471 2463;mateo.gonzalez233@yahoo.com;Cra 44 #58-49, Envigado, Medellín;2024-08-12 12:01:00;pendiente;Sin procesar;pending
8670;Andrés Herrera;+57 300 056 4099;andres.herrera384@gmail.com;Cl 25 #82-40, La Candelaria, Medellín;2023-01-08 16:13:00;aprobado;92268686235;approved
2909;Nicolás Moreno;+57 313 270 9081;nicolas.moreno827@yahoo.com;Av 14 #45-44, Itagüí, Medellín;2024-11-27 10:57:00;aprobado;37907198756;approved
5528;Esteban Ramos;+57 312 867 1815;esteban.ramos253@yahoo.com;Cl 31 #63-13, San Javier, Medellín;2022-03-27 13:03:00;pendiente;Sin procesar;pending
5252;Julián Ortiz;+57 320 899 8868;julian.ortiz659@hotmail.com;Av 42 #18-29, Robledo, Medellín;2023-08-23 18:27:00;aprobado;63408514561;approved
5268;Camila López;+57 313 796 4740;camila.lopez541@gmail.com;Cl 12 #40-38, Girardota, Medellín;2022-12-22 18:20:00;aprobado;12294767242;approved
5764;Santiago Martínez;+57 313 068 8285;santiago.martinez698@gmail.com;Cl 13 #59-12, Aranjuez, Medellín;2023-10-18 09:45:00;rechazado;37896994605;rejected
4467;Sofía Torres;+57 311 066 6437;sofia.torres260@gmail.com;Diagonal 6 #90-50, Doce de Octubre, Medellín;2022-09-21 18:44:00;rechazado;96202245706;rejected
8005;Sebastián Rodríguez;+57 301 285 2464;sebastian.rodriguez550@yahoo.com;Av 110 #73-17, Envigado, Medellín;2022-09-02 14:52:00;pendiente;Sin procesar;pending
8491;Juan Pablo Gómez;+57 300 771 1306;juan.gomez189@gmail.com;Cra 31 #56-40, Guayabal, Medellín;2024-06-16 19:09:00;aprobado;82729325177;approved
5209;Ana Lucía Medina;+57 300 902 5425;ana.medina474@hotmail.com;Cra 51 #49-10, Buenos Aires, Medellín;2024-11-01 09:14:00;rechazado;38463665819;rejected
7218;Lucía Castro;+57 301 398 4822;lucia.castro561@yahoo.com;Cra 15 #88-5, Castilla, Medellín;2024-11-26 16:01:00;aprobado;58626143366;approved
3894;Andrés Herrera;+57 315 794 5772;andres.herrera466@yahoo.com;Cl 19 #37-41, Itagüí, Medellín;2024-03-06 12:56:00;aprobado;65924499117;approved
3555;Isabella Hernández;+57 316 393 9578;isabella.hernandez884@outlook.com;Av 83 #40-14, San Javier, Medellín;2022-10-17 15:06:00;aprobado;68512899659;approved
2568;Santiago Martínez;+57 315 686 2703;santiago.martinez396@hotmail.com;Av 96 #88-37, Sabaneta, Medellín;2024-04-03 17:50:00;pendiente;Sin procesar;pending
2140;Alejandro Ruiz;+57 317 759 9801;alejandro.ruiz806@gmail.com;Cra 3 #2-4, La América, Medellín;2022-07-04 13:59:00;aprobado;49569584609;approved
5170;Laura Gutiérrez;+57 314 775 2441;laura.gutierrez822@hotmail.com;Cl 21 #54-8, Copacabana, Medellín;2024-04-19 10:35:00;pendiente;Sin procesar;Sin procesar
1858;María José Suárez;+57 315 271 0267;maria.suarez389@outlook.com;Cl 99 #3-38, Guayabal, Medellín;2024-06-22 17:36:00;aprobado;90194605960;approved
6062;Nicolás Moreno;+57 301 229 4621;nicolas.moreno958@hotmail.com;Av 38 #92-6, Guayabal, Medellín;2024-10-10 08:39:00;rechazado;35734163322;rejected
4592;Nicolás Moreno;+57 313 075 2034;nicolas.moreno270@outlook.com;Diagonal 44 #6-18, Doce de Octubre, Medellín;2022-06-14 13:35:00;rechazado;12680788282;rejected
3271;Felipe Ríos;+57 320 766 0465;felipe.rios376@outlook.com;Diagonal 91 #44-9, Guayabal, Medellín;2023-06-20 16:12:00;aprobado;45569377850;approved
1390;Camila López;+57 317 581 0213;camila.lopez77@hotmail.com;Av 9 #20-37, Aranjuez, Medellín;2022-06-28 21:04:00;rechazado;13105721420;rejected
1154;Felipe Ríos;+57 302 975 1910;felipe.rios722@hotmail.com;Cl 118 #96-6, Itagüí, Medellín;2022-07-07 19:05:00;aprobado;43009404934;approved
3103;Mariana Ramírez;+57 316 113 2532;mariana.ramirez405@yahoo.com;Transversal 53 #65-41, Buenos Aires, Medellín;2023-03-23 14:16:00;pendiente;Sin procesar;pending
4124;Manuela Sánchez;+57 305 210 1750;manuela.sanchez635@outlook.com;Cra 87 #98-46, Doce de Octubre, Medellín;2022-01-25 19:43:00;pendiente;Sin procesar;Sin procesar
9921;Sara Álvarez;+57 315 194 5757;sara.alvarez380@outlook.com;Av 98 #63-21, Copacabana, Medellín;2023-01-25 11:37:00;aprobado;67350247174;approved
6607;Gabriela Pérez;+57 312 772 2660;gabriela.perez895@hotmail.com;Av 49 #81-10, San Javier, Medellín;2024-01-19 08:27:00;rechazado;87958117385;rejected
1097;Andrés Herrera;+57 310 794 2387;andres.herrera823@hotmail.com;Diagonal 63 #2-20, Itagüí, Medellín;2023-11-25 18:19:00;pendiente;Sin procesar;pending
6118;Esteban Ramos;+57 317 259 7107;esteban.ramos379@outlook.com;Cl 27 #42-45, Aranjuez, Medellín;2023-03-10 18:58:00;pendiente;Sin procesar;Sin procesar
3185;Juan Pablo Gómez;+57 320 259 3993;juan.gomez833@hotmail.com;Diagonal 73 #61-2, La América, Medellín;2024-12-11 22:06:00;aprobado;30401920697;approved
7581;Esteban Ramos;+57 314 417 6342;esteban.ramos373@gmail.com;Diagonal 32 #29-41, Laureles, Medellín;2023-02-11 13:52:00;aprobado;29593116409;approved
5148;Diego Cardona;+57 314 833 9914;diego.cardona752@gmail.com;Cl 68 #65-19, Aranjuez, Medellín;2024-10-02 14:44:00;pendiente;Sin procesar;Sin procesar
473;Mariana Ramírez;+57 315 615 7276;mariana.ramirez569@hotmail.com;Transversal 57 #98-21, Envigado, Medellín;2023-07-15 15:17:00;pendiente;Sin procesar;Sin procesar
8384;Lucía Castro;+57 300 271 1221;lucia.castro536@hotmail.com;Cl 12 #97-24, Guayabal, Medellín;2023-11-24 09:26:00;aprobado;21814813785;approved
2501;Santiago Martínez;+57 318 285 5660;santiago.martinez523@yahoo.com;Diagonal 4 #86-46, Castilla, Medellín;2022-05-20 08:12:00;pendiente;Sin procesar;pending
4266;Mariana Ramírez;+57 311 147 0798;mariana.ramirez789@outlook.com;Cl 24 #15-3, San Javier, Medellín;2022-08-07 19:59:00;aprobado;51864218941;approved
9720;Laura Gutiérrez;+57 318 457 0394;laura.gutierrez223@gmail.com;Av 2 #28-12, La América, Medellín;2023-02-27 15:46:00;aprobado;56041917468;approved
2708;Gabriela Pérez;+57 320 778 9431;gabriela.perez632@gmail.com;Cra 110 #4-40, El Poblado, Medellín;2022-01-23 12:59:00;rechazado;71432835164;rejected
1594;Salomé Jiménez;+57 300 533 6514;salome.jimenez428@gmail.com;Av 99 #5-8, Buenos Aires, Medellín;2022-10-18 12:29:00;aprobado;13404889130;approved
236;Natalia Vega;+57 301 137 9844;natalia.vega24@outlook.com;Cra 94 #89-10, Robledo, Medellín;2022-05-14 14:43:00;rechazado;14423378745;rejected
2868;Daniel Reyes;+57 300 901 4473;daniel.reyes822@yahoo.com;Cra 86 #35-13, Aranjuez, Medellín;2024-06-07 20:00:00;aprobado;91061154969;approved
5693;Sara Álvarez;+57 317 427 8656;sara.alvarez89@yahoo.com;Cl 43 #46-42, Doce de Octubre, Medellín;2024-07-12 20:34:00;aprobado;18116375417;approved
2377;Lucía Castro;+57 314 582 9236;lucia.castro84@outlook.com;Cra 65 #70-3, Bello, Medellín;2022-08-01 17:00:00;aprobado;87028113589;approved
5487;Andrés Herrera;+57 312 155 8686;andres.herrera225@yahoo.com;Diagonal 89 #97-7, Aranjuez, Medellín;2024-07-18 10:53:00;rechazado;13076063696;rejected
1767;Natalia Vega;+57 312 214 3643;natalia.vega555@gmail.com;Cl 4 #3-2, Buenos Aires, Medellín;2022-05-09 11:11:00;aprobado;44647595012;approved
5858;Gabriela Pérez;+57 315 609 4565;gabriela.perez214@yahoo.com;Diagonal 80 #76-31, Caldas, Medellín;2022-03-27 18:31:00;rechazado;55097134467;rejected
6288;Nicolás Moreno;+57 317 816 9957;nicolas.moreno28@outlook.com;Cra 63 #98-6, La Candelaria, Medellín;2023-01-06 16:05:00;pendiente;Sin procesar;pending
1541;Felipe Ríos;+57 312 653 9705;felipe.rios318@outlook.com;Cl 79 #53-7, Laureles, Medellín;2022-09-20 17:55:00;aprobado;82737582655;approved
4502;Gabriela Pérez;+57 316 968 0491;gabriela.perez715@outlook.com;Cl 116 #58-19, Itagüí, Medellín;2022-03-23 12:38:00;pendiente;Sin procesar;Sin procesar
1259;Sebastián Rodríguez;+57 304 773 0626;sebastian.rodriguez45@yahoo.com;Cl 29 #44-44, Girardota, Medellín;2024-07-10 11:45:00;aprobado;23383502673;approved
9916;Mateo González;+57 314 077 5608;mateo.gonzalez920@yahoo.com;Transversal 14 #54-31, El Poblado, Medellín;2023-07-26 14:35:00;pendiente;Sin procesar;pending
5860;Camila López;+57 312 683 2102;camila.lopez89@hotmail.com;Cl 58 #85-35, Guayabal, Medellín;2023-06-23 15:04:00;pendiente;Sin procesar;Sin procesar
2415;Sebastián Rodríguez;+57 305 260 5080;sebastian.rodriguez116@yahoo.com;Transversal 68 #2-20, Sabaneta, Medellín;2023-10-17 22:15:00;aprobado;39211040218;approved
3509;Sofía Torres;+57 301 268 8122;sofia.torres879@hotmail.com;Cra 62 #66-5, Girardota, Medellín;2022-04-12 11:40:00;aprobado;99506134677;approved
6659;Nicolás Moreno;+57 300 605 6035;nicolas.moreno401@outlook.com;Transversal 108 #29-48, Sabaneta, Medellín;2024-08-09 17:50:00;rechazado;99143893787;rejected
8146;Mateo González;+57 317 169 0618;mateo.gonzalez87@hotmail.com;Cra 48 #36-26, Manrique, Medellín;2024-08-09 18:51:00;pendiente;Sin procesar;Sin procesar
5049;Laura Gutiérrez;+57 318 787 6989;laura.gutierrez614@hotmail.com;Diagonal 44 #12-45, La Candelaria, Medellín;2023-03-12 16:33:00;aprobado;96979929365;approved
9740;Mariana Ramírez;+57 313 355 3935;mariana.ramirez996@yahoo.com;Cl 106 #43-34, Castilla, Medellín;2023-07-25 12:38:00;rechazado;30559550537;rejected
5923;Diego Cardona;+57 316 885 3798;diego.cardona178@gmail.com;Av 82 #32-14, Caldas, Medellín;2023-11-22 10:56:00;aprobado;41675377894;approved
9310;Salomé Jiménez;+57 312 852 4914;salome.jimenez128@outlook.com;Transversal 51 #1-5, Robledo, Medellín;2023-06-06 22:31:00;aprobado;89674410096;approved
3264;Laura Gutiérrez;+57 305 067 9176;laura.gutierrez397@yahoo.com;Cra 18 #24-8, Guayabal, Medellín;2022-04-22 08:54:00;pendiente;Sin procesar;Sin procesar
1572;Sebastián Rodríguez;+57 320 630 9001;sebastian.rodriguez346@yahoo.com;Av 56 #31-15, Aranjuez, Medellín;2023-07-01 22:35:00;aprobado;43675842137;approved
3603;Isabella Hernández;+57 302 638 9021;isabella.hernandez585@yahoo.com;Diagonal 16 #13-16, Castilla, Medellín;2023-03-29 11:29:00;pendiente;Sin procesar;pending
8054;Valentina García;+57 311 855 0789;valentina.garcia398@outlook.com;Transversal 27 #48-10, Belén, Medellín;2024-02-13 10:50:00;aprobado;36659424271;approved
4763;Lucía Castro;+57 320 369 7093;lucia.castro661@gmail.com;Diagonal 92 #3-25, Girardota, Medellín;2023-08-12 13:24:00;aprobado;67943221131;approved
7166;Felipe Ríos;+57 305 534 5472;felipe.rios173@hotmail.com;Transversal 83 #67-39, Bello, Medellín;2023-05-02 21:02:00;aprobado;15860791446;approved
2602;Ana Lucía Medina;+57 301 980 4184;ana.medina464@hotmail.com;Av 19 #56-18, Itagüí, Medellín;2023-04-15 14:19:00;pendiente;Sin procesar;pending
9382;Samuel Díaz;+57 315 248 7623;samuel.diaz18@hotmail.com;Transversal 92 #10-5, Envigado, Medellín;2023-07-06 21:50:00;rechazado;25178213956;rejected
2932;Ana Lucía Medina;+57 302 823 0524;ana.medina526@gmail.com;Transversal 65 #8-26, Sabaneta, Medellín;2022-12-09 08:30:00;aprobado;30815718402;approved
9403;Samuel Díaz;+57 317 473 7213;samuel.diaz166@gmail.com;Cra 49 #18-1, Buenos Aires, Medellín;2024-01-08 16:51:00;rechazado;84711028777;rejected
7646;Juan Pablo Gómez;+57 315 859 9648;juan.gomez960@outlook.com;Cl 65 #64-9, El Poblado, Medellín;2023-02-28 09:38:00;aprobado;52270836260;approved
6160;Sebastián Rodríguez;+57 305 505 7303;sebastian.rodriguez446@hotmail.com;Diagonal 111 #76-49, Sabaneta, Medellín;2023-09-11 14:15:00;aprobado;46245340859;approved
6088;Daniel Reyes;+57 320 372 6032;daniel.reyes919@gmail.com;Av 48 #7-23, Doce de Octubre, Medellín;2024-02-03 22:41:00;aprobado;91939916398;approved
7817;Tomás Vargas;+57 300 715 5348;tomas.vargas170@gmail.com;Cra 19 #96-46, Copacabana, Medellín;2023-07-07 08:01:00;aprobado;81428203124;approved
7542;Nicolás Moreno;+57 310 954 5089;nicolas.moreno127@outlook.com;Diagonal 56 #98-33, El Poblado, Medellín;2024-02-11 09:09:00;pendiente;Sin procesar;Sin procesar
4377;Andrés Herrera;+57 302 231 9646;andres.herrera226@gmail.com;Cra 39 #2-9, Robledo, Medellín;2024-06-05 17:12:00;aprobado;30973040838;approved
3451;Alejandro Ruiz;+57 300 120 4713;alejandro.ruiz480@hotmail.com;Diagonal 15 #11-43, Doce de Octubre, Medellín;2023-12-03 17:46:00;aprobado;78077782139;approved
5417;Mariana Ramírez;+57 315 582 9849;mariana.ramirez797@hotmail.com;Cl 105 #3-28, La Candelaria, Medellín;2023-07-12 13:32:00;aprobado;16033179604;approved
1745;Sara Álvarez;+57 318 283 3372;sara.alvarez949@gmail.com;Transversal 65 #47-27, San Javier, Medellín;2024-05-08 17:21:00;aprobado;40413218348;approved
1087;Mateo González;+57 317 506 6626;mateo.gonzalez485@gmail.com;Av 48 #16-20, Aranjuez, Medellín;2024-09-23 22:31:00;aprobado;38297062301;approved
3986;Salomé Jiménez;+57 314 252 9596;salome.jimenez874@gmail.com;Cra 11 #11-48, Laureles, Medellín;2022-04-11 16:27:00;aprobado;22440722004;approved
2489;Cristian Muñoz;+57 300 072 0245;cristian.muñoz696@yahoo.com;Transversal 12 #6-11, Buenos Aires, Medellín;2023-08-11 09:02:00;rechazado;18539188155;rejected
2785;Esteban Ramos;+57 320 671 4949;esteban.ramos857@gmail.com;Transversal 37 #18-5, Doce de Octubre, Medellín;2023-06-17 10:41:00;pendiente;Sin procesar;Sin procesar
6446;Esteban Ramos;+57 318 527 7584;esteban.ramos301@outlook.com;Diagonal 104 #31-20, La América, Medellín;2023-03-08 11:29:00;pendiente;Sin procesar;pending
1929;Santiago Martínez;+57 302 172 2145;santiago.martinez705@yahoo.com;Transversal 31 #92-31, Castilla, Medellín;2024-04-19 09:59:00;pendiente;Sin procesar;pending
9283;Andrés Herrera;+57 318 202 4617;andres.herrera897@yahoo.com;Cl 6 #18-16, Bello, Medellín;2024-10-11 12:58:00;aprobado;34570581863;approved
7454;Ana Lucía Medina;+57 316 984 8704;ana.medina341@gmail.com;Diagonal 76 #81-5, La Candelaria, Medellín;2024-05-04 22:29:00;rechazado;56914312248;rejected
4920;Laura Gutiérrez;+57 320 039 4640;laura.gutierrez544@hotmail.com;Cra 29 #58-16, San Javier, Medellín;2022-05-01 14:03:00;aprobado;84189696137;approved
268;Laura Gutiérrez;+57 313 490 7938;laura.gutierrez678@yahoo.com;Cra 110 #31-25, Copacabana, Medellín;2023-11-04 10:34:00;rechazado;20434625146;rejected
339;Lucía Castro;+57 301 242 4462;lucia.castro928@outlook.com;Cl 94 #21-24, Envigado, Medellín;2023-08-15 12:34:00;aprobado;14024825971;approved
4425;Samuel Díaz;+57 302 175 1887;samuel.diaz524@gmail.com;Diagonal 86 #79-18, Belén, Medellín;2023-12-31 20:05:00;pendiente;Sin procesar;pending
4101;Salomé Jiménez;+57 316 091 1225;salome.jimenez165@hotmail.com;Diagonal 119 #97-41, Guayabal, Medellín;2022-03-03 13:54:00;aprobado;24742052432;approved
3480;Diego Cardona;+57 302 397 9137;diego.cardona571@outlook.com;Diagonal 42 #83-24, Robledo, Medellín;2022-03-27 08:28:00;aprobado;87325396070;approved
6104;Nicolás Moreno;+57 315 560 5712;nicolas.moreno864@gmail.com;Transversal 67 #72-50, Envigado, Medellín;2022-10-06 15:31:00;pendiente;Sin procesar;pending
5195;Esteban Ramos;+57 304 486 4010;esteban.ramos962@yahoo.com;Cl 90 #34-25, Sabaneta, Medellín;2023-07-29 13:54:00;aprobado;22804630088;approved
4913;Manuela Sánchez;+57 311 004 5212;manuela.sanchez954@gmail.com;Av 15 #13-17, La América, Medellín;2023-10-14 22:07:00;aprobado;38245471727;approved
4531;Sara Álvarez;+57 305 881 8984;sara.alvarez929@yahoo.com;Cra 115 #52-49, El Poblado, Medellín;2023-01-10 22:56:00;aprobado;45791107306;approved
2775;Daniel Reyes;+57 316 836 0849;daniel.reyes814@hotmail.com;Diagonal 71 #31-4, Castilla, Medellín;2023-09-03 17:42:00;pendiente;Sin procesar;pending
6628;Laura Gutiérrez;+57 314 694 4391;laura.gutierrez724@outlook.com;Av 83 #78-32, Laureles, Medellín;2022-08-23 14:37:00;aprobado;47567158241;approved
9507;María José Suárez;+57 301 320 3301;maria.suarez701@outlook.com;Cl 28 #36-8, Girardota, Medellín;2022-06-01 18:13:00;pendiente;Sin procesar;pending
2366;Alejandro Ruiz;+57 302 155 6684;alejandro.ruiz455@hotmail.com;Cl 27 #50-23, Robledo, Medellín;2023-05-13 15:31:00;pendiente;Sin procesar;Sin procesar
2599;Santiago Martínez;+57 300 078 4361;santiago.martinez903@yahoo.com;Cl 37 #36-12, Castilla, Medellín;2022-01-29 15:50:00;pendiente;Sin procesar;Sin procesar
3292;Nicolás Moreno;+57 316 476 4273;nicolas.moreno449@hotmail.com;Cra 100 #31-42, La Candelaria, Medellín;2024-02-27 11:35:00;aprobado;44831430579;approved
1620;Felipe Ríos;+57 305 846 0191;felipe.rios248@yahoo.com;Av 104 #32-49, Copacabana, Medellín;2024-12-21 22:11:00;aprobado;82917600005;approved
4013;Salomé Jiménez;+57 310 055 7385;salome.jimenez505@hotmail.com;Diagonal 72 #3-45, Belén, Medellín;2022-07-31 17:57:00;aprobado;66828019822;approved
8766;Julián Ortiz;+57 316 118 7233;julian.ortiz224@yahoo.com;Cra 5 #33-1, Girardota, Medellín;2024-04-17 09:17:00;pendiente;Sin procesar;pending
1947;Camila López;+57 301 498 3074;camila.lopez555@hotmail.com;Cra 119 #63-14, Castilla, Medellín;2023-11-09 09:05:00;aprobado;91281444587;approved
5848;Mariana Ramírez;+57 317 782 0190;mariana.ramirez684@yahoo.com;Cl 23 #21-15, El Poblado, Medellín;2023-01-03 11:52:00;pendiente;Sin procesar;pending
6888;Juan Pablo Gómez;+57 301 123 1261;juan.gomez446@hotmail.com;Cl 35 #92-34, Copacabana, Medellín;2024-12-23 22:59:00;pendiente;Sin procesar;Sin procesar
9295;Mateo González;+57 304 762 9745;mateo.gonzalez267@hotmail.com;Cra 26 #52-19, San Javier, Medellín;2024-10-08 22:05:00;aprobado;40295806784;approved
1855;Felipe Ríos;+57 313 769 2082;felipe.rios552@hotmail.com;Cl 31 #7-33, Caldas, Medellín;2022-01-06 11:34:00;aprobado;80175951490;approved
8994;Juan Pablo Gómez;+57 302 206 7323;juan.gomez716@gmail.com;Transversal 19 #80-29, Belén, Medellín;2024-05-14 19:40:00;pendiente;Sin procesar;Sin procesar
5533;Gabriela Pérez;+57 300 000 0015;gabriela.perez169@gmail.com;Cra 89 #25-31, Envigado, Medellín;2024-06-18 20:57:00;pendiente;Sin procesar;pending
424;Diego Cardona;+57 316 255 6184;diego.cardona771@yahoo.com;Av 21 #11-35, Sabaneta, Medellín;2024-03-09 12:31:00;aprobado;32121560853;approved
696;Laura Gutiérrez;+57 310 670 8670;laura.gutierrez46@gmail.com;Cra 85 #34-16, San Javier, Medellín;2023-09-12 18:21:00;aprobado;46575472077;approved
2015;Manuela Sánchez;+57 304 624 8355;manuela.sanchez678@gmail.com;Av 40 #22-37, San Javier, Medellín;2022-03-27 16:45:00;pendiente;Sin procesar;Sin procesar
9865;Santiago Martínez;+57 318 987 9509;santiago.martinez798@hotmail.com;Cl 9 #8-18, El Poblado, Medellín;2022-09-08 21:25:00;aprobado;82305337252;approved
82;Sebastián Rodríguez;+57 305 428 7738;sebastian.rodriguez199@outlook.com;Cl 68 #83-5, San Javier, Medellín;2023-03-07 11:09:00;rechazado;93322720494;rejected
9363;Andrés Herrera;+57 315 464 2036;andres.herrera775@hotmail.com;Av 93 #93-34, Castilla, Medellín;2023-03-15 09:19:00;pendiente;Sin procesar;pending
4778;Gabriela Pérez;+57 315 625 5402;gabriela.perez413@hotmail.com;Av 44 #70-44, Itagüí, Medellín;2023-08-25 11:55:00;rechazado;21461826208;rejected
4585;Daniel Reyes;+57 318 489 8803;daniel.reyes749@gmail.com;Av 31 #72-45, Bello, Medellín;2024-11-28 10:53:00;aprobado;31356622329;approved
5570;Gabriela Pérez;+57 300 404 3333;gabriela.perez994@yahoo.com;Cl 107 #68-17, Girardota, Medellín;2023-08-10 22:45:00;aprobado;19028775712;approved
7643;Sebastián Rodríguez;+57 316 180 9339;sebastian.rodriguez94@hotmail.com;Diagonal 28 #18-26, La América, Medellín;2023-08-04 08:56:00;aprobado;17966363458;approved
1836;Sara Álvarez;+57 313 298 0365;sara.alvarez484@outlook.com;Av 94 #37-39, Envigado, Medellín;2024-04-30 22:00:00;pendiente;Sin procesar;Sin procesar
950;Nicolás Moreno;+57 301 491 1894;nicolas.moreno112@yahoo.com;Cl 30 #51-34, La Candelaria, Medellín;2023-12-04 21:01:00;aprobado;37519053873;approved
3533;Mateo González;+57 314 982 1374;mateo.gonzalez344@yahoo.com;Diagonal 10 #12-17, El Poblado, Medellín;2023-08-26 10:33:00;aprobado;97474894379;approved
8068;Valentina García;+57 320 666 0811;valentina.garcia765@hotmail.com;Diagonal 100 #3-3, Robledo, Medellín;2022-04-24 16:56:00;aprobado;63091474159;approved
6955;Sebastián Rodríguez;+57 317 829 3844;sebastian.rodriguez768@gmail.com;Cra 31 #39-36, Laureles, Medellín;2024-12-16 15:49:00;aprobado;50126201314;approved
9016;Samuel Díaz;+57 316 826 0335;samuel.diaz630@gmail.com;Cra 14 #86-24, Doce de Octubre, Medellín;2022-06-02 17:52:00;aprobado;59423904409;approved
9319;Diego Cardona;+57 304 259 1408;diego.cardona909@yahoo.com;Transversal 80 #25-12, Robledo, Medellín;2022-08-10 10:53:00;aprobado;69996870806;approved
898;Salomé Jiménez;+57 311 908 7261;salome.jimenez469@outlook.com;Cra 83 #57-12, Robledo, Medellín;2023-09-26 16:46:00;aprobado;93837734888;approved
5928;Samuel Díaz;+57 315 382 8040;samuel.diaz919@yahoo.com;Diagonal 114 #85-8, Sabaneta, Medellín;2024-06-08 13:01:00;aprobado;89054159875;approved
7114;Ana Lucía Medina;+57 315 418 6965;ana.medina417@gmail.com;Cl 2 #72-31, Castilla, Medellín;2022-07-21 18:53:00;aprobado;39061857573;approved
1970;Diego Cardona;+57 305 346 8239;diego.cardona816@yahoo.com;Transversal 35 #81-3, Laureles, Medellín;2022-12-03 15:48:00;aprobado;10004201248;approved
6401;Andrés Herrera;+57 320 610 1683;andres.herrera77@gmail.com;Cl 105 #79-22, Laureles, Medellín;2022-09-04 09:24:00;rechazado;98528156322;rejected
1199;Mariana Ramírez;+57 318 507 6283;mariana.ramirez893@outlook.com;Diagonal 81 #19-4, Guayabal, Medellín;2023-03-28 18:17:00;pendiente;Sin procesar;pending
4613;Natalia Vega;+57 311 207 2662;natalia.vega611@hotmail.com;Av 3 #72-6, La Candelaria, Medellín;2024-08-29 22:24:00;aprobado;35692419019;approved
4318;Sara Álvarez;+57 300 688 4133;sara.alvarez208@outlook.com;Cl 12 #17-21, Guayabal, Medellín;2022-12-17 11:22:00;aprobado;70596462158;approved
3358;Juan Pablo Gómez;+57 318 211 9206;juan.gomez116@hotmail.com;Diagonal 31 #66-43, La América, Medellín;2022-09-29 15:31:00;rechazado;24499728465;rejected
3357;Tomás Vargas;+57 315 416 7812;tomas.vargas927@outlook.com;Diagonal 86 #66-11, Itagüí, Medellín;2022-06-03 08:53:00;rechazado;21334687001;rejected
2904;Samuel Díaz;+57 313 560 5397;samuel.diaz983@gmail.com;Diagonal 101 #90-38, Copacabana, Medellín;2024-05-27 14:43:00;rechazado;76372593751;rejected
8135;María José Suárez;+57 304 682 0506;maria.suarez554@hotmail.com;Cra 85 #22-12, Aranjuez, Medellín;2023-12-17 13:43:00;pendiente;Sin procesar;pending
244;Salomé Jiménez;+57 317 587 1469;salome.jimenez154@gmail.com;Transversal 84 #99-12, Belén, Medellín;2022-12-10 13:36:00;aprobado;74291006978;approved
4885;Manuela Sánchez;+57 320 959 8811;manuela.sanchez291@yahoo.com;Diagonal 81 #70-33, Doce de Octubre, Medellín;2022-03-15 19:41:00;rechazado;57638341472;rejected
6581;Cristian Muñoz;+57 312 673 8209;cristian.muñoz463@yahoo.com;Diagonal 100 #10-40, Belén, Medellín;2024-02-08 15:39:00;pendiente;Sin procesar;Sin procesar
7152;Juan Pablo Gómez;+57 313 722 5893;juan.gomez506@gmail.com;Transversal 41 #88-34, Laureles, Medellín;2024-03-27 18:11:00;pendiente;Sin procesar;Sin procesar
5905;Santiago Martínez;+57 317 669 5790;santiago.martinez32@gmail.com;Cl 36 #70-12, La América, Medellín;2024-02-07 12:16:00;aprobado;82731967735;approved
2300;Salomé Jiménez;+57 310 942 3289;salome.jimenez868@yahoo.com;Diagonal 107 #29-13, Copacabana, Medellín;2022-07-31 13:25:00;aprobado;19709754578;approved
8734;Andrés Herrera;+57 317 572 5629;andres.herrera176@outlook.com;Transversal 29 #89-15, La América, Medellín;2024-12-20 17:50:00;aprobado;40503805753;approved
9174;Julián Ortiz;+57 316 655 0784;julian.ortiz980@outlook.com;Transversal 42 #3-40, La América, Medellín;2024-09-25 20:43:00;rechazado;47902493649;rejected
1966;Samuel Díaz;+57 320 891 1797;samuel.diaz169@gmail.com;Cl 67 #91-22, Girardota, Medellín;2023-04-29 12:50:00;pendiente;Sin procesar;pending
1446;Laura Gutiérrez;+57 310 471 5531;laura.gutierrez222@hotmail.com;Av 80 #28-27, La Candelaria, Medellín;2024-10-12 09:15:00;aprobado;15657847342;approved
2453;Valentina García;+57 316 141 0527;valentina.garcia393@gmail.com;Transversal 68 #61-36, El Poblado, Medellín;2022-09-27 20:30:00;rechazado;58411505693;rejected
9140;Isabella Hernández;+57 318 562 2586;isabella.hernandez427@gmail.com;Av 111 #99-38, Bello, Medellín;2024-04-30 20:48:00;pendiente;Sin procesar;Sin procesar
